,relevancy,score
578,0.4221935,3
579,0.53174156,4
580,0.99436563,3
581,0.9922255,1
582,0.6645775,2
583,0.915619,2
584,0.9917664,2
585,0.86354405,4
586,0.9936336,3
587,0.7281363,3
588,0.95805895,4
589,0.99649405,3
590,0.9719784,3
591,0.9948163,2
592,0.7965542,2
593,0.9596511,5
594,0.99086237,2
595,0.99301785,3
596,0.9970946,4
597,0.99314654,1
598,0.91605777,4
599,0.6404937,4
600,0.99249846,3
601,0.7794576,2
602,0.63474786,3
603,0.9714568,2
604,0.7398975,4
605,0.8317276,2
606,0.9389727,4
607,0.7153841,5
608,0.9955641,3
609,0.91946936,2
610,0.731203,2
611,0.98790455,2
612,0.69382644,4
613,0.9677923,2
614,0.9948947,3
615,0.96825683,2
616,0.76851255,4
617,0.6506963,2
618,0.8954402,3
619,0.5325427,3
620,0.757278,4
621,0.9823264,4
622,0.8968454,2
623,0.52832645,2
624,0.49997735,4
625,0.9962017,4
626,0.99441403,2
627,0.9279336,3
628,0.9958885,4
629,0.9957625,3
630,0.7738745,2
631,0.9224973,6
632,0.9960776,4
633,0.3727204,3
634,0.67272407,2
635,0.62572473,1
636,0.9941154,4
637,0.9016013,2
638,0.99081093,2
639,0.81879073,1
640,0.87970126,3
641,0.5951105,4
642,0.9936365,3
643,0.8773772,5
644,0.59240854,4
645,0.9173202,4
646,0.8048406,3
647,0.99501437,1
648,0.6948225,3
649,0.6059337,4
650,0.8802752,4
651,0.9819052,2
652,0.8218456,3
653,0.8156135,2
654,0.61929435,1
655,0.7414238,6
656,0.99594265,2
657,0.52714,3
658,0.6641708,3
659,0.99634576,4
660,0.9925295,1
661,0.73679656,2
662,0.99335384,3
663,0.88886684,5
664,0.5202707,6
665,0.9552017,1
666,0.9923005,3
667,0.9909981,3
668,0.9959721,4
669,0.5987514,3
670,0.9927259,2
671,0.99211997,2
672,0.99095905,2
673,0.9951786,3
674,0.5509743,4
675,0.44759953,3
676,0.875862,2
677,0.9893802,2
678,0.974271,3
679,0.995179,3
680,0.9639456,1
681,0.7870303,3
682,0.7276342,3
683,0.94792104,4
684,0.7824631,3
685,0.53085315,3
686,0.9941245,2
687,0.99548763,3
688,0.5403385,4
689,0.7427329,4
690,0.9946666,1
691,0.63819504,4
692,0.99276596,3
693,0.7623838,3
694,0.9937331,2
695,0.63428926,3
696,0.9914321,2
697,0.8549601,4
698,0.76825196,3
699,0.99590164,3
700,0.8466506,3
701,0.96448535,4
702,0.99359155,2
703,0.99281,2
704,0.8832627,3
705,0.9123483,3
706,0.63836,3
707,0.76478875,2
708,0.9967716,4
709,0.9926623,2
710,0.992712,3
711,0.99073684,3
712,0.8914541,3
713,0.61423445,3
714,0.9878004,5
715,0.7747988,2
716,0.975976,1
717,0.9065321,3
718,0.7079071,2
719,0.9945359,3
720,0.99491334,3
721,0.9924498,2
722,0.9943389,1
723,0.7181174,4
724,0.79375273,4
725,0.991876,2
726,0.5341766,3
727,0.9680508,3
728,0.9767345,3
729,0.9963545,5
730,0.9911778,2
731,0.99630547,4
732,0.92803407,3
733,0.99178696,3
734,0.63937026,2
735,0.9543524,4
736,0.71321154,3
737,0.8992263,3
738,0.99273545,3
739,0.9937515,2
740,0.9028337,3
741,0.9961371,4
742,0.97463816,3
743,0.8793159,4
744,0.99609375,4
745,0.9050404,3
746,0.9923501,2
747,0.95807964,2
748,0.7319232,3
749,0.74366707,3
750,0.59050417,2
751,0.88753855,2
752,0.69909537,1
753,0.8440113,3
754,0.41937673,2
755,0.9462073,4
756,0.99707985,4
757,0.8735006,5
758,0.9924007,2
759,0.972009,3
760,0.9952614,4
761,0.99580514,3
762,0.99615306,3
763,0.99198747,2
764,0.9900613,1
765,0.9887637,2
766,0.9902806,2
767,0.99263626,3
768,0.9680765,3
769,0.98985994,2
770,0.913018,4
771,0.9839595,3
772,0.99538237,4
773,0.9941201,2
774,0.8156342,2
775,0.6716951,5
776,0.9929504,3
777,0.8047235,2
778,0.5074137,4
779,0.938886,3
780,0.994168,2
781,0.99229246,2
782,0.9940199,3
783,0.73619217,2
784,0.65843385,3
785,0.99540585,3
786,0.9924657,2
787,0.99411595,2
788,0.99269456,2
789,0.6045796,2
790,0.78919214,1
791,0.8453274,3
792,0.7851993,2
793,0.7241795,2
794,0.98897535,2
795,0.9933895,1
796,0.5080082,4
797,0.9926694,2
798,0.9933016,3
799,0.6606793,2
800,0.9730661,3
801,0.5007247,2
802,0.62678975,3
803,0.7044368,5
804,0.5208383,2
805,0.82593787,2
806,0.9927433,3
807,0.74359816,5
808,0.5189645,2
809,0.84198165,3
810,0.9859292,3
811,0.95957464,1
812,0.9969408,3
813,0.5253658,2
814,0.967596,5
815,0.7074486,3
816,0.99341244,3
817,0.81874263,3
818,0.4961026,3
819,0.5046856,3
820,0.99188906,2
821,0.51516354,3
822,0.9958386,4
823,0.8333393,4
824,0.9837522,4
825,0.49063346,5
826,0.7603599,4
827,0.5819645,2
828,0.99676466,6
829,0.75740355,2
830,0.99409,2
831,0.995295,3
832,0.99579185,1
833,0.6725257,1
834,0.98984,2
835,0.9953072,3
836,0.7543749,3
837,0.99636763,3
838,0.69708586,4
839,0.9955511,3
840,0.9950843,2
841,0.9188278,3
842,0.9921232,3
843,0.90993774,3
844,0.6200112,2
845,0.77007896,2
846,0.8498246,3
847,0.90764093,3
848,0.9955346,4
849,0.9977408,2
850,0.97407115,1
851,0.8321152,3
852,0.5489459,2
853,0.99699754,4
854,0.99062127,4
855,0.9935999,3
856,0.64417744,3
857,0.7205112,5
858,0.9955001,3
859,0.80996263,2
860,0.9932608,2
861,0.9951427,3
862,0.61888695,2
863,0.8528707,3
864,0.64203334,3
865,0.8739758,6
866,0.82347715,3
867,0.9722326,2
868,0.6038162,5
869,0.9198344,4
870,0.86914164,4
871,0.9906234,3
872,0.99500763,2
873,0.8166361,2
874,0.6698241,3
875,0.7989253,3
876,0.9896122,1
877,0.9929067,3
878,0.83896613,4
879,0.9956032,3
880,0.9946244,1
881,0.9861642,4
882,0.83856434,2
883,0.9972635,3
884,0.9959028,4
885,0.99623424,4
886,0.71572584,3
887,0.62427676,2
888,0.98495096,2
889,0.9654238,3
890,0.99305356,3
891,0.9957691,2
892,0.58976936,4
893,0.5819574,3
894,0.9953964,2
895,0.99669886,2
896,0.9436167,3
897,0.6136411,3
898,0.9414081,2
899,0.95147467,4
900,0.7898741,4
901,0.9948705,2
902,0.99439955,3
903,0.99671155,4
904,0.8408651,3
905,0.9909718,2
906,0.9940887,4
907,0.9930306,2
908,0.99613893,4
909,0.6697155,1
910,0.994461,3
911,0.6370071,4
912,0.5206774,2
913,0.9888478,1
914,0.9922571,2
915,0.43460777,3
916,0.7971025,1
917,0.53371525,4
918,0.9951792,4
919,0.99569607,4
920,0.9912478,2
921,0.9911469,1
922,0.99427015,3
923,0.8045576,4
924,0.7545322,3
925,0.54918075,4
926,0.5488097,5
927,0.98547035,4
928,0.89020103,1
929,0.47070178,5
930,0.9935308,2
931,0.7052505,2
932,0.65068126,3
933,0.9749306,3
934,0.55695164,2
935,0.96435094,4
936,0.90138835,3
937,0.93458784,4
938,0.9912144,2
939,0.6005689,2
940,0.71241283,3
941,0.866041,4
942,0.7651059,3
943,0.99141616,2
944,0.745052,4
945,0.9951396,4
946,0.6263986,3
947,0.9955231,4
948,0.6713109,3
949,0.5921204,2
950,0.99205816,2
951,0.9956603,4
952,0.83670986,2
953,0.72649956,4
954,0.82314545,2
955,0.96705216,5
956,0.97305495,4
957,0.9936246,3
958,0.65825075,4
959,0.9326293,4
960,0.99025697,1
961,0.6361489,5
962,0.5221638,3
963,0.4977329,4
964,0.9242008,3
965,0.9197609,3
966,0.99569046,4
967,0.9978708,6
968,0.7696235,3
969,0.996201,3
970,0.9909295,2
971,0.7705751,3
972,0.8775365,3
973,0.9236553,4
974,0.90539443,5
975,0.99435663,1
976,0.9961834,3
977,0.997315,3
978,0.66366404,3
979,0.7729866,2
980,0.763597,4
981,0.72781104,4
982,0.44055134,4
983,0.99656,4
984,0.9901673,1
985,0.86973834,4
986,0.84305644,4
987,0.9943502,4
988,0.60783637,1
989,0.8919678,2
990,0.7663936,3
991,0.498289,3
992,0.74361694,5
993,0.8790233,4
994,0.97932833,3
995,0.9959677,4
996,0.8606298,2
997,0.755073,5
998,0.9949586,3
999,0.9816921,2
1000,0.865306,4
1001,0.9942799,4
1002,0.9956548,3
1003,0.736471,4
1004,0.9972483,2
1005,0.7428493,3
1006,0.9965065,5
1007,0.93322,2
1008,0.5463821,4
1009,0.9970049,3
1010,0.58241946,2
1011,0.9462103,3
1012,0.8943066,6
1013,0.9816496,1
1014,0.7312513,1
1015,0.8459433,4
1016,0.59098846,3
1017,0.9911803,3
1018,0.9765729,3
1019,0.63588023,5
1020,0.9957238,4
1021,0.99719125,5
1022,0.92620105,2
1023,0.51291126,1
1024,0.5009361,2
1025,0.9962064,4
1026,0.60096145,1
1027,0.84174705,3
1028,0.62751865,5
1029,0.74113846,3
1030,0.5637643,3
1031,0.941787,3
1032,0.9929645,3
1033,0.5221141,4
1034,0.876027,4
1035,0.7609423,4
1036,0.9930242,2
1037,0.97404855,2
1038,0.9957904,3
1039,0.8894234,2
1040,0.99012184,1
1041,0.680858,2
1042,0.99160725,2
1043,0.9817871,3
1044,0.5800789,4
1045,0.9944147,2
1046,0.99436796,4
1047,0.815284,5
1048,0.90766025,4
1049,0.88459194,4
1050,0.991885,2
1051,0.9909058,2
1052,0.70043087,4
1053,0.71281534,1
1054,0.99434435,2
1055,0.74127483,2
1056,0.99644303,4
1057,0.7512118,4
1058,0.9686862,5
1059,0.5751318,4
1060,0.9959581,3
1061,0.6762992,2
1062,0.5305766,2
1063,0.99416155,2
1064,0.60798687,2
1065,0.98421276,1
1066,0.9351355,4
1067,0.8124059,2
1068,0.9960935,4
1069,0.5703579,2
1070,0.5860082,3
1071,0.9909621,2
1072,0.9905467,2
1073,0.99636245,4
1074,0.792568,4
1075,0.99506855,3
1076,0.99240166,3
1077,0.84697497,1
1078,0.9298184,3
1079,0.7749576,4
1080,0.9930936,2
1081,0.64796627,2
1082,0.98808867,2
1083,0.9944015,2
1084,0.9027612,4
1085,0.96621317,5
1086,0.68517965,2
1087,0.56778795,3
1088,0.87787724,3
1089,0.9975387,5
1090,0.94980353,2
1091,0.99639523,3
1092,0.9943763,2
1093,0.9889595,5
1094,0.7446455,1
1095,0.9934789,3
1096,0.99741095,4
1097,0.994376,3
1098,0.9855492,4
1099,0.9688365,2
1100,0.91586083,4
1101,0.72816545,3
1102,0.86569804,1
1103,0.9223423,4
1104,0.6444982,4
1105,0.86259747,3
1106,0.99580914,4
1107,0.9950233,2
1108,0.9927681,3
1109,0.56145656,3
1110,0.99408895,3
1111,0.995211,4
1112,0.9929143,1
1113,0.5951675,3
1114,0.63358754,1
1115,0.9959284,3
1116,0.8649087,2
1117,0.76697826,4
1118,0.7534998,3
1119,0.94034904,3
1120,0.74573344,2
1121,0.9953716,3
1122,0.613166,4
1123,0.9940634,2
1124,0.874589,4
1125,0.7869464,4
1126,0.98538846,3
1127,0.54289,2
1128,0.99514663,4
1129,0.6086936,3
1130,0.5010098,2
1131,0.52015835,1
1132,0.69341797,4
1133,0.99545133,3
1134,0.6874766,2
1135,0.9922074,1
1136,0.99291337,2
1137,0.9951423,3
1138,0.850345,3
1139,0.41086516,2
1140,0.679865,4
1141,0.6255859,1
1142,0.9133203,3
1143,0.99736184,5
1144,0.99477863,3
1145,0.53775,1
1146,0.99647886,4
1147,0.99404424,3
1148,0.9904662,2
1149,0.6923921,2
1150,0.9888749,2
1151,0.9941888,3
1152,0.97546214,2
1153,0.94035095,5
1154,0.99500775,2
1155,0.88299,3
1156,0.51999635,2
1157,0.99562,3
1158,0.9956579,4
1159,0.99478763,3
1160,0.93607825,3
1161,0.9956453,3
1162,0.6540706,2
1163,0.9762571,3
1164,0.9944171,3
1165,0.9627727,1
1166,0.87160105,4
1167,0.7059536,4
1168,0.9085707,4
1169,0.77649736,2
1170,0.752445,1
1171,0.9963295,4
1172,0.92989826,3
1173,0.75863355,3
1174,0.6401686,4
1175,0.91804343,3
1176,0.8207276,4
1177,0.5936366,1
1178,0.74452335,3
1179,0.9106349,2
1180,0.63762087,4
1181,0.99695617,5
1182,0.84126097,2
1183,0.8833651,4
1184,0.9923669,3
1185,0.996811,4
1186,0.9924844,3
1187,0.57520574,3
1188,0.985573,2
1189,0.99416053,3
1190,0.9598323,3
1191,0.7727522,3
1192,0.8675972,4
1193,0.95854044,3
1194,0.99073976,2
1195,0.47420183,3
1196,0.99555445,3
1197,0.8574749,3
1198,0.6109765,4
1199,0.54982424,2
1200,0.41479617,2
1201,0.9170014,4
1202,0.9947933,3
1203,0.9471651,4
1204,0.982955,3
1205,0.64139587,2
1206,0.99208194,1
1207,0.8188096,3
1208,0.8603477,4
1209,0.9931993,3
1210,0.56872284,5
1211,0.8875136,4
1212,0.99201506,2
1213,0.56640726,4
1214,0.73703456,4
1215,0.99201703,3
1216,0.5088344,3
1217,0.995059,3
1218,0.8434358,3
1219,0.6327066,3
1220,0.6220944,4
1221,0.99429595,3
1222,0.9512004,4
1223,0.85658675,2
1224,0.9441372,3
1225,0.927171,4
1226,0.6627643,3
1227,0.48356333,3
1228,0.8567775,3
1229,0.78433114,4
1230,0.5654624,2
1231,0.9925117,2
1232,0.99201673,2
1233,0.700874,3
1234,0.99545443,2
1235,0.7862605,4
1236,0.986431,3
1237,0.9950949,4
1238,0.99113345,2
1239,0.9001779,3
1240,0.9927067,3
1241,0.71512145,3
1242,0.7925213,4
1243,0.9484505,3
1244,0.98931295,3
1245,0.8668398,3
1246,0.9570418,2
1247,0.99570996,4
1248,0.5315963,4
1249,0.9491847,3
1250,0.99368757,3
1251,0.66243035,1
1252,0.85864675,2
1253,0.76732886,3
1254,0.46704775,3
1255,0.89301234,3
1256,0.63562596,4
1257,0.7007015,3
1258,0.91495496,4
1259,0.9933269,1
1260,0.93774,3
1261,0.99237114,2
1262,0.9904886,2
1263,0.5895144,5
1264,0.95727074,2
1265,0.5750898,3
1266,0.6454375,2
1267,0.93318427,2
1268,0.86298275,4
1269,0.94977415,2
1270,0.5721933,4
1271,0.58109623,2
1272,0.510444,3
1273,0.50397736,4
1274,0.9916727,1
1275,0.82613236,3
1276,0.99313426,1
1277,0.4943329,6
1278,0.9515188,4
1279,0.95123863,4
1280,0.6583897,2
1281,0.99783164,4
1282,0.7448014,3
1283,0.61589634,2
1284,0.9952545,4
1285,0.7185447,2
1286,0.86702055,2
1287,0.9744234,3
1288,0.68054706,3
1289,0.9960748,3
1290,0.9791265,3
1291,0.96615696,3
1292,0.7262787,2
1293,0.666564,3
1294,0.5520614,2
1295,0.9918872,2
1296,0.9949585,4
1297,0.9956796,3
1298,0.6847481,3
1299,0.7706166,3
1300,0.9948421,3
1301,0.6674253,2
1302,0.6778293,4
1303,0.82341474,4
1304,0.99046004,2
1305,0.9944979,2
1306,0.9605998,5
1307,0.745692,2
1308,0.9950916,3
1309,0.9167298,3
1310,0.99535054,3
1311,0.9792574,4
1312,0.9951969,4
1313,0.8332263,2
1314,0.5155617,5
1315,0.82380277,3
1316,0.99688846,5
1317,0.96916276,2
1318,0.6924437,3
1319,0.9898954,2
1320,0.91542196,3
1321,0.57615995,3
1322,0.9926936,2
1323,0.98532957,4
1324,0.97129,3
1325,0.7549373,4
1326,0.99601775,4
1327,0.86741406,4
1328,0.9247607,4
1329,0.9907963,3
1330,0.9672126,2
1331,0.98142487,2
1332,0.84017825,4
1333,0.95919335,3
1334,0.9150649,3
1335,0.9972527,5
1336,0.9004719,3
1337,0.61796623,3
1338,0.720648,5
1339,0.9957184,3
1340,0.99512666,3
1341,0.9825431,3
1342,0.73134273,4
1343,0.99599916,3
1344,0.74066633,4
1345,0.88088554,3
1346,0.99471927,4
1347,0.9792026,3
1348,0.9847391,1
1349,0.9680578,3
1350,0.9960408,2
1351,0.51690114,2
1352,0.7133958,4
1353,0.99261254,2
1354,0.8508365,2
1355,0.9395462,4
1356,0.73094386,3
1357,0.7353559,1
1358,0.9388729,2
1359,0.8510781,2
1360,0.9840598,5
1361,0.7336464,2
1362,0.99246585,2
1363,0.9671673,4
1364,0.9956716,4
1365,0.64351004,3
1366,0.51121956,4
1367,0.9949943,3
1368,0.57162637,2
1369,0.99352956,1
1370,0.6349223,2
